"kp_id","id","id_concatenado","region","site","addres","pais","state","city","horario","prioritario","criticidad","inmueble","hrequerimientos","horasxdias","mes"
"95","182","182-PRINCIPAL-CERYS","CENTRO","GUADALAJARA CENTRO","AV. AMERICAS, 1221, TORRE A, COL. CIRCUNVALACION AMERICAS","MEXICO","JALISCO","GUADALAJARA","LV0900-1800","Si","Local","1","LV0830-1800","9.5","Julio"
"96","182","182-PRINCIPAL-SLCTI","CENTRO","GUADALAJARA CENTRO","AV. AMERICAS, 1221, TORRE A, COL. CIRCUNVALACION AMERICAS","MEXICO","JALISCO","GUADALAJARA","LV0900-1800","Si","Local","1","LV0830-1800","9.5","Julio"
"97","1224","1224-SUBSEDE:TEPATITLAN-ALR","CENTRO","GUADALAJARA SUR","BOULEVARD ANACLETO GONZALEZ FLORES 448 LOCAL J16 PLAZA LOS ALTOS COL CENTRO","MEXICO","JALISCO","TEPATITLAN DE MORELOS","LV0830-1800","Si","Local","3","LV0830-1800","9.5","Julio"
"98","1233","1233-SUBSEDE:OCOTLAN-ALR","CENTRO","GUADALAJARA SUR","AV. UNIVERSIDAD, CENTRO COMERCIAL PLAZA SAN FELIPE LOCAL 64","MEXICO","JALISCO","OCOTLAN","LV0830-1800","Si","Local","3","LV0830-1800","9.5","Julio"
"99","1253","1253-SUBSEDE:ATOTONILCO-ALR","CENTRO","GUADALAJARA SUR","NICOLAS BRAVO #33-12 PASAJE COMERCIAL VELAZQUEZ, COL. CENTRO","MEXICO","JALISCO","ATOTONILCO EL ALTO","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"100","184","184-PRINCIPAL-ALAF","CENTRO","GUADALAJARA SUR","LOCAL: AV. AMERICAS 833,  COL. JESUS GARCIA, CP 44656","MEXICO","JALISCO","GUADALAJARA","LV0900-1800","Si","Local","1","LV0830-1900","10.","Julio"
"101","184","184-PRINCIPAL-ALJ","CENTRO","GUADALAJARA SUR","LOCAL: AV. AMERICAS 833,  COL. JESUS GARCIA, CP 44656","MEXICO","JALISCO","GUADALAJARA","LV0900-1800","Si","Local","1","LV0830-1900","10.","Julio"
"102","184","184-PRINCIPAL-ALR","CENTRO","GUADALAJARA SUR","LOCAL: AV. AMERICAS 833,  COL. JESUS GARCIA, CP 44656","MEXICO","JALISCO","GUADALAJARA","LV0900-1800","Si","Local","1","LV0830-1900","10.","Julio"
"103","184","184-PRINCIPAL-ALSC","CENTRO","GUADALAJARA SUR","LOCAL: AV. AMERICAS 833,  COL. JESUS GARCIA, CP 44656","MEXICO","JALISCO","GUADALAJARA","LV0830-1900","Si","Local","1","LV0830-1900","10.","Julio"
"104","184","184-PRINCIPAL-CERYS","CENTRO","GUADALAJARA SUR","LOCAL: AV. AMERICAS 833,  COL. JESUS GARCIA, CP 44656","MEXICO","JALISCO","GUADALAJARA","LV0900-1800","Si","Local","1","LV0830-1900","10.","Julio"
"105","184","184-PRINCIPAL-SLCTI","CENTRO","GUADALAJARA SUR","LOCAL: AV. AMERICAS 833,  COL. JESUS GARCIA, CP 44656","MEXICO","JALISCO","GUADALAJARA","LV0900-1800","Si","Local","1","LV0830-1900","10.","Julio"
"106","198","198-SUBSEDE:LAGOS DE MORENO-MAF","CENTRO","GUADALAJARA SUR","SAN MODESTO #50, COL. LA PALMA, C.P. 47425, EN EL COMPLEJO DEL EDO. DE JALISCO UNIRSE ALTOS NORTE","MEXICO","JALISCO","LAGOS DE MORENO","LV0830-1800","Si","Local","3","LV0830-1800","9.5","Julio"
"107","2128","2128-MODULO:FERROMEX-ADUANA","CENTRO","GUANAJUATO","CARR.PANAMERICANA #45, TRAMO LEON-SILAO KM.160+.5, EJIDO EL REFUGIO, RANCHO SAN ISIDRO.","MEXICO","GUANAJUATO","SILAO","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"108","222","222-SECCION:CELAYA-ADUANA","CENTRO","GUANAJUATO","NORTE 5, NO. 124, ESQ. PONIENTE 2, COL. CIUDAD INDUSTRIAL, CELAYA, GTO.","MEXICO","GUANAJUATO","CELAYA","LS0900-2100","No","NA","2","LS0900-2100","12","Julio"
"109","224","224-SECCION:AEROPUERTO GUANAJUATO-ADUANA","CENTRO","GUANAJUATO","CARRETERA SILAO-LEON KM. 5.5 ,S/N ,APTO INTERNACIONAL DEL BAJIO,COL.SILAO CENTRO C.P.36100","MEXICO","GUANAJUATO","SILAO","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"110","369","369-PRINCIPAL-ADUANA","CENTRO","GUANAJUATO","PANAMERICANA , 45 , TRAMO LEON-SILAO KM. 160+124, COL. NUEVO MEXICO C.P. 36100","MEXICO","GUANAJUATO","SILAO","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"111","2042","2042-BODEGA:IRAPUATO SOLIDARIDAD-CERYS","CENTRO","IRAPUATO","BLVD. SOLIDARIDAD S/N, COL. RANCHO GRANDE","MEXICO","GUANAJUATO","IRAPUATO","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"112","213","213-PRINCIPAL-ALJ","CENTRO","IRAPUATO","BLVD. VILLAS DE IRAPUATO #1596, COL. EJIDO IRAPUATO, C.P. 36643 (PLAZA PALMAS)","MEXICO","GUANAJUATO","IRAPUATO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"113","213","213-PRINCIPAL-ALR","CENTRO","IRAPUATO","BLVD. VILLAS DE IRAPUATO #1596, COL. EJIDO IRAPUATO, C.P. 36643 (PLAZA PALMAS)","MEXICO","GUANAJUATO","IRAPUATO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"114","213","213-PRINCIPAL-ALSC","CENTRO","IRAPUATO","BLVD. VILLAS DE IRAPUATO #1596, COL. EJIDO IRAPUATO, C.P. 36643 (PLAZA PALMAS)","MEXICO","GUANAJUATO","IRAPUATO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"115","213","213-PRINCIPAL-CERYS","CENTRO","IRAPUATO","BLVD. VILLAS DE IRAPUATO #1596, COL. EJIDO IRAPUATO, C.P. 36643 (PLAZA PALMAS)","MEXICO","GUANAJUATO","IRAPUATO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"116","213","213-PRINCIPAL-ALAF","CENTRO","IRAPUATO","BLVD. VILLAS DE IRAPUATO #1596, COL. EJIDO IRAPUATO, C.P. 36643 (PLAZA PALMAS)","MEXICO","GUANAJUATO","IRAPUATO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"117","213","213-PRINCIPAL-SLCTI","CENTRO","IRAPUATO","BLVD. VILLAS DE IRAPUATO #1596, COL. EJIDO IRAPUATO, C.P. 36643 (PLAZA PALMAS)","MEXICO","GUANAJUATO","IRAPUATO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"118","520","520-MODULO:SALAMANCA MAF-MAF","CENTRO","IRAPUATO","LEONA VICARIO # 335 COL SAN JUAN CHIHUAHUA.","MEXICO","GUANAJUATO","SALAMANCA","LV0830-1500","No","NA","3","LV0830-1500","6.5","Julio"
"119","226","226-SECCION:AEROPUERTO IXTAPA ZIHU-ADUANA","CENTRO","LAZARO CARDENAS","INTERIOR DEL APTO INTERNACIONAL TENIENTE JOSE AZUETA,C.P. 40880, COLONIA AEROPUERTO","MEXICO","GUERRERO","ZIHUATANEJO","LD8000-1900","No","NA","2","LD0800-1900","11","Julio"
"120","400","400-FFCC-ISLA CAYACAL-ADUANA","CENTRO","LAZARO CARDENAS","INTERIOR RECINTO PORTUARIO DE LA ISLA CAYACAL S/N, TERMINAL DE CONTENEDORES","MEXICO","MICHOACAN","LAZARO CARDENAS","LS0800-2100","No","NA","2","LS0800-2100","13","Julio"
"121","496","496-ISLA CAYACAL 2-ADUANA","CENTRO","LAZARO CARDENAS","DOMICILIO CONOCIDO EN EL INTERIOR DEL RECINTO PORTUARIO EN LA ISLA DE CAYACAL.  C.P. 60950","MEXICO","MICHOACAN","LAZARO CARDENAS","LS0800-2100","No","NA","2","LS0800-2100","13","Julio"
"122","2043","2043-BODEGA:SAN FCO RINCON-CERYS","CENTRO","LEON","EMILIANO ZAPATA #232-234-236-238 Y JOSE HERRERA #406 COL. CENTRO","MEXICO","GUANAJUATO","SAN FRANCISCO DEL RINCON","LV0900-1500","Si","Local","3","LV0900-1500","6","Julio"
"123","212","212-PRINCIPAL-ALAF","CENTRO","LEON","BLVD. CAMPESTRE #55, COL. LA FLORIDA, C.P. 37190","MEXICO","GUANAJUATO","LEON","LV0830-1900","Si","Local","2","LV0800-1900","11","Julio"
"124","212","212-PRINCIPAL-ALJ","CENTRO","LEON","BLVD. CAMPESTRE #55, COL. LA FLORIDA, C.P. 37190","MEXICO","GUANAJUATO","LEON","LV0900-1800","Si","Local","2","LV0800-1900","11","Julio"
"125","212","212-PRINCIPAL-ALR","CENTRO","LEON","BLVD. CAMPESTRE #55, COL. LA FLORIDA, C.P. 37190","MEXICO","GUANAJUATO","LEON","LV0830-1800","Si","Local","2","LV0800-1900","11","Julio"
"126","212","212-PRINCIPAL-ALSC","CENTRO","LEON","BLVD. CAMPESTRE #55, COL. LA FLORIDA, C.P. 37190","MEXICO","GUANAJUATO","LEON","LV0800-1900","Si","Local","2","LV0800-1900","11","Julio"
"127","212","212-PRINCIPAL-CERYS","CENTRO","LEON","BLVD. CAMPESTRE #55, COL. LA FLORIDA, C.P. 37190","MEXICO","GUANAJUATO","LEON","LV0900-1800","Si","Local","2","LV0800-1900","11","Julio"
"128","212","212-PRINCIPAL-SLCTI","CENTRO","LEON","BLVD. CAMPESTRE #55, COL. LA FLORIDA, C.P. 37190","MEXICO","GUANAJUATO","LEON","LV0800-1800","Si","Local","2","LV0800-1900","11","Julio"
"129","472","472-SUBSEDE:GUANAJUATO-ALR","CENTRO","LEON","SOPE??A 1 ALTOS ENTRE JARDIN Y UNION PALACIO FEDERAL, ZONA CENTRO","MEXICO","GUANAJUATO","GUANAJUATO","LV0830-1800","Si","Local","3","LV0830-1800","9.5","Julio"
"130","541","541-ZONA NORTE MANZANILLO-ADUANA","CENTRO","MANZANILLO","PUERTO INTERIOR DE LA ZONA NORTE DEL RECINTO PORTUARIO LADO PONIENTE MANZANILLO, COLINDANTE CON EL DREN INTERLAGUNAR","MEXICO","COLIMA","MANZANILLO","LV0800-2400 SD0800-1900","#N/A","#N/A","0","#N/A","#N/","Julio"
"131","200","200-PRINCIPAL-ADUANA","CENTRO","MANZANILLO","BLVD.MIGUEL DE LA MADRID,EDIF INTEGRAL DE GESTIONES PORTUARIAS,COL TAPEIXTLES,C.P.28876.","MEXICO","COLIMA","MANZANILLO","LD0800-2400","Si","Aduana","1","LD0800-2400","16","Julio"
"132","365","365-SECCION:AEROPUERTO MANZANILLO-ADUANA","CENTRO","MANZANILLO","CARR. MANZANILLO-BARRA DE NAVIDAD KM.55,S/N ,APTO INT.PLAYA DE ORO,COL.CENTRO C.P.28200","MEXICO","COLIMA","MANZANILLO","LD0800-2000","Si","Aduana","2","LD0800-2000","12","Julio"
"133","461","461-FERROCARRIL SAN PEDRITO","CENTRO","MANZANILLO","AV. NI?OS HEROES S/N JUNTO A LA GLORIETA SAN PEDRITO, COLONIA SAN PEDRITO","MEXICO","COLIMA","MANZANILLO","LV0000-2400","Si","Aduana","2","LV0000-2400","24","Julio"
"134","462 ","462 -ENTRADA - SALIDA AL PUERTO, SAN PEDRITO","CENTRO","MANZANILLO","AV. TENIENTE AZUETA S/N, COLONIA BUROCRATA SAN PEDRITO","MEXICO","COLIMA","MANZANILLO","LV0000-2400","Si","Aduana","2","LV0000-2400","24","Julio"
"135","1141","1141-MODULO:PATZCUARO-MST","CENTRO","MORELIA","ALVARO OBREGON #13, COL CENTRO, ENTRE SILVIANO CARRILLO CARDENAS Y PLAZA GERTR","MEXICO","MICHOACAN","PATZCUARO","LV0830-1500","Si","Local","3","LV0900-1800","9","Julio"
"136","1141","1141-UNIDAD:PATZCUARO-UDR","CENTRO","MORELIA","ALVARO OBREGON #13,COL CENTRO,ENTRE SILVIANO CARRILLO CARDENAS Y PLAZA GERTRUDIS BOCANEGRA","MEXICO","MICHOACAN","PATZCUARO","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"137","1162","1162-UNIDAD:ZACAPU-UDR","CENTRO","MORELIA","MORELOS #105, PLANTA ALTA, INTERIOR 12, COL.CENTRO, ENTRE MELCHOR OCAMPO Y EDUARDO RUIZ","MEXICO","MICHOACAN","ZACAPU","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"138","1188","1188-UNIDAD:CD.HIDALGO-UDR","CENTRO","MORELIA","CARLOS SALAZAR #18, FRACC. ROSA DE CASTILLA, ENTRE EPITACIO HUERTA Y HEROE DESCONOCIDO","MEXICO","MICHOACAN","CD. HIDALGO","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"139","1254","1254-MODULO:ZITACUARO-MST","CENTRO","MORELIA","MIGUEL HIDALGO ORIENTE #56, COL. CUAUHTEMOC, ENTRE SALAZAR y ANDRES LANDA Y PI?A","MEXICO","MICHOACAN","ZITACUARO","LV0830-1500","Si","Local","3","LV0900-1800","9","Julio"
"140","1254","1254-UNIDAD:ZITACUARO-UDR","CENTRO","MORELIA","MIGUEL HIDALGO ORIENTE #56, COL. CUAUHTEMOC, ENTRE SALAZAR y ANDRES LANDA Y PI?A","MEXICO","MICHOACAN","ZITACUARO","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"141","2045","2045-BODEGA:MORELIA IRETITICATEME-CERYS","CENTRO","MORELIA","TICATEME #47, COL. FELIX IRETA","MEXICO","MICHOACAN","MORELIA","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"142","214","214-PRINCIPAL-ALAF","CENTRO","MORELIA","ABASOLO #282  ENTRE ALDAMA Y ANTONIO ALZATE COL. CENTRO","MEXICO","MICHOACAN","MORELIA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"143","214","214-PRINCIPAL-ALJ","CENTRO","MORELIA","ABASOLO #282  ENTRE ALDAMA Y ANTONIO ALZATE COL. CENTRO","MEXICO","MICHOACAN","MORELIA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"144","214","214-PRINCIPAL-ALR","CENTRO","MORELIA","ABASOLO #282  ENTRE ALDAMA Y ANTONIO ALZATE COL. CENTRO","MEXICO","MICHOACAN","MORELIA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"145","214","214-PRINCIPAL-ALSC","CENTRO","MORELIA","ABASOLO #282  ENTRE ALDAMA Y ANTONIO ALZATE COL. CENTRO","MEXICO","MICHOACAN","MORELIA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"146","214","214-PRINCIPAL-CERYS","CENTRO","MORELIA","ABASOLO #282  ENTRE ALDAMA Y ANTONIO ALZATE COL. CENTRO","MEXICO","MICHOACAN","MORELIA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"147","214","214-PRINCIPAL-SLCTI","CENTRO","MORELIA","ABASOLO #282  ENTRE ALDAMA Y ANTONIO ALZATE COL. CENTRO","MEXICO","MICHOACAN","MORELIA","LV0900-1800","Si","Local","2","LV0800-1800","10","Julio"
"148","2046","2046-BODEGA:NAUCALPAN URBINA-CERYS","CENTRO","NAUCALPAN","PRIV.DE URBINA#65,SECCION JUPITER, FRACC.INDUSTRIAL NAUCALPAN","MEXICO","ESTADO DE MEXICO","NAUCALPAN","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"149","2047","2047-BODEGA:NAUCALPAN INDUSTRIA-CERYS","CENTRO","NAUCALPAN","PROL.INDUSTRIA ELECTRICA #11, LTE.8 MZA 4. ZONA INDUSTRIAL LOS REMEDIOS, NAUCALPAN","MEXICO","ESTADO DE MEXICO","NAUCALPAN","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"150","304","304-PRINCIPAL-ALAF","CENTRO","NAUCALPAN","AV. SOR JUANA INES DE LA CRUZ , 22  ENTRE ESQ. CON TENAYUCA COL. CENTRO C.P. 54000","MEXICO","ESTADO DE MEXICO","TLALNEPANTLA","LV0900-1800","Si","Local","1","LV0830-1800","9.5","Julio"
"151","304","304-PRINCIPAL-ALJ","CENTRO","NAUCALPAN","AV. SOR JUANA INES DE LA CRUZ , 22  ENTRE ESQ. CON TENAYUCA COL. CENTRO","MEXICO","ESTADO DE MEXICO","TLALNEPANTLA","LV0900-1800","Si","Local","1","LV0830-1800","9.5","Julio"
"152","304","304-PRINCIPAL-ALR","CENTRO","NAUCALPAN","AV. SOR JUANA INES DE LA CRUZ , 22  ENTRE ESQ. CON TENAYUCA COL. CENTRO","MEXICO","ESTADO DE MEXICO","TLALNEPANTLA","LV0830-1800","Si","Local","1","LV0830-1800","9.5","Julio"
"153","304","304-PRINCIPAL-ALSC","CENTRO","NAUCALPAN","AV. SOR JUANA INES DE LA CRUZ , 22  ENTRE ESQ. CON TENAYUCA COL. CENTRO","MEXICO","ESTADO DE MEXICO","TLALNEPANTLA","LV0830-1800","Si","Local","1","LV0830-1800","9.5","Julio"
"154","304","304-PRINCIPAL-CERYS","CENTRO","NAUCALPAN","AV. SOR JUANA INES DE LA CRUZ , 22  ENTRE ESQ. CON TENAYUCA COL. CENTRO","MEXICO","ESTADO DE MEXICO","TLALNEPANTLA","LV0900-1800","Si","Local","1","LV0830-1800","9.5","Julio"
"155","304","304-PRINCIPAL-SLCTI","CENTRO","NAUCALPAN","AV. SOR JUANA INES DE LA CRUZ , 22  ENTRE ESQ. CON TENAYUCA COL. CENTRO","MEXICO","ESTADO DE MEXICO","TLALNEPANTLA","LV0900-1800","Si","Local","1","LV0830-1800","9.5","Julio"
"156","307","307-MODULO:NAUCALPAN MAF-MAF","CENTRO","NAUCALPAN","AV. 16 DE SEPTIEMBRE 784 COL ALCES BLANCOS NAUCALPAN  C.P. 53370","MEXICO","ESTADO DE MEXICO","NAUCALPAN","LV0830-1800","Si","Local","3","LV0830-1800","9.5","Julio"
"157","308","308-MODULO:TEXCOCO MAF-MAF","CENTRO","NAUCALPAN","NEZAHUALCOYOTL , 14  COL. CENTRO C.P. 56100","MEXICO","ESTADO DE MEXICO","TEXCOCO","LV0830-1800","Si","Local","3","LV0830-1800","9.5","Julio"
"158","309","309-MODULO:NEZAHUALCOYOTL-MAF","CENTRO","NAUCALPAN","AV. SOR JUANA INES DE LA CRUZ , 100 , PISO 1, COL. METROPOLITANA 2A. SECCION C.P. 57740","MEXICO","ESTADO DE MEXICO","NEZAHUALCOYOTL","LV0830-1800","Si","Local","3","LV0830-1800","9.5","Julio"
"159","312","312-MODULO:CUAUTITLAN IZCALLI-MAF","CENTRO","NAUCALPAN","TEMOAYA , S/N , PLANTA BAJA, ESQ. CON 1 DE MAYO COL. CENTRO C.P. 54740","MEXICO","ESTADO DE MEXICO","CUAUTITLAN IZCALLI","LV0830-1800","Si","Local","3","LV0830-1800","9.5","Julio"
"160","351","351-SUBSEDE:ECATEPEC CENTER PLAZA-ALR","CENTRO","NAUCALPAN","AV.CARLOS HANK GONZALEZ50 ,M-29,PLANTA ALTA,COL.FRACC.VALLE DE ANAHUAC SEC B C.P.55210","MEXICO","ESTADO DE MEXICO","ECATEPEC","LV0830-1800","Si","Local","2","LV0830-1800","9.5","Julio"
"161","515","515-ALMACEN VALLEJO-CERYS","CENTRO","NAUCALPAN","CALZ. VALLEJO, 658, COL. TRABAJADORES DE HIERRO, DELEG. AZCAPOTZALCO","MEXICO","ESTADO DE MEXICO","VALLEJO","LV0830-1800","Si","Local","2","LV0830-1800","9.5","Julio"
"162","302","302-PRINCIPAL-ALAF","CENTRO","NORTE DEL DF","BAHIA DE SANTA BARBARA , 23  COL. VERONICA ANZURES","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"163","302","302-PRINCIPAL-ALJ","CENTRO","NORTE DEL DF","BAHIA DE SANTA BARBARA , 23  COL. VERONICA ANZURES","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"164","302","302-PRINCIPAL-ALR","CENTRO","NORTE DEL DF","BAHIA DE SANTA BARBARA , 23  COL. VERONICA ANZURES","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"165","302","302-PRINCIPAL-ALSC","CENTRO","NORTE DEL DF","BAHIA DE SANTA BARBARA , 23  COL. VERONICA ANZURES","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0800-1700","Si","Local","1","LV0900-1800","9","Julio"
"166","302","302-PRINCIPAL-CENTRALES","CENTRO","NORTE DEL DF","BAHIA DE SANTA BARBARA , 23  COL. VERONICA ANZURES","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"167","302","302-PRINCIPAL-CERYS","CENTRO","NORTE DEL DF","BAHIA DE SANTA BARBARA , 23  COL. VERONICA ANZURES","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"168","302","302-PRINCIPAL-SLCTI","CENTRO","NORTE DEL DF","BAHIA DE SANTA BARBARA , 23  COL. VERONICA ANZURES","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"169","316","316-INMUEBLE: TACUBAYA (CURP)-CENTRALES","CENTRO","NORTE DEL DF","GOBERNADOR JOSE GUADALUPE COBARRUBIAS NO.13 ,COL.SAN MIGUEL CHAPULTEPEC C.P.11850","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0830-1700","Si","Local","2","LV0830-1700","8.5","Julio"
"170","328","328-INMUEBLE: LEGARIA-CENTRALES","CENTRO","NORTE DEL DF","LEGARIA , 608  ENTRE ESQ. CON PRESA ANGOSTURA COL. IRRIGACION C.P. 11500","MEXICO","DISTRITO FEDERAL","MIGUEL HIDALGO","LV0900-1800","Si","Local","2","LV0900-1800","9","Julio"
"171","339","339-INMUEBLE: ALMACEN TALISMAN","CENTRO","ORIENTE DEL DF","AV. TALISMAN , 382   COL. ARAGON INGUARAN C.P. 07820","MEXICO","DISTRITO FEDERAL","GUSTAVO A. MADERO","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"172","543","543-PRINCIPAL-ALAF","CENTRO","ORIENTE DEL DF","VIADUCTO RIO DE LA PIEDAD 507, COL. GRANJAS MEXICO, C.P. 08400","MEXICO","DISTRITO FEDERAL","IZTACALCO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"173","543","543-PRINCIPAL-ALJ","CENTRO","ORIENTE DEL DF","VIADUCTO RIO DE LA PIEDAD 507, COL. GRANJAS MEXICO, C.P. 08400","MEXICO","DISTRITO FEDERAL","IZTACALCO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"174","543","543-PRINCIPAL-ALR","CENTRO","ORIENTE DEL DF","VIADUCTO RIO DE LA PIEDAD 507, COL. GRANJAS MEXICO, C.P. 08400","MEXICO","DISTRITO FEDERAL","IZTACALCO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"175","543","543-PRINCIPAL-ALSC","CENTRO","ORIENTE DEL DF","VIADUCTO RIO DE LA PIEDAD 507, COL. GRANJAS MEXICO, C.P. 08400","MEXICO","DISTRITO FEDERAL","IZTACALCO","LV0830-1700","Si","Local","1","LV0900-1800","9","Julio"
"176","543","543-PRINCIPAL-CENTRALES","CENTRO","ORIENTE DEL DF","VIADUCTO RIO DE LA PIEDAD 507, COL. GRANJAS MEXICO, C.P. 08400","MEXICO","DISTRITO FEDERAL","IZTACALCO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"177","543","543-PRINCIPAL-CERYS","CENTRO","ORIENTE DEL DF","VIADUCTO RIO DE LA PIEDAD 507, COL. GRANJAS MEXICO, C.P. 08400","MEXICO","DISTRITO FEDERAL","IZTACALCO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"178","543","543-PRINCIPAL-SLCTI","CENTRO","ORIENTE DEL DF","VIADUCTO RIO DE LA PIEDAD 507, COL. GRANJAS MEXICO, C.P. 08400","MEXICO","DISTRITO FEDERAL","IZTACALCO","LV0900-1800","Si","Local","1","LV0900-1800","9","Julio"
"179","334","334-INMUEBLE: MODULO CHICOLOAPAN-ALR","CENTRO","ORIENTE DEL DF","ARIES , S/N , FRACCION V, COL. SAN ISIDRO C.P. 56370","MEXICO","ESTADO DE MEXICO","CHICOLOAPAN","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"180","492","492-INMUEBLE: ALMACEN MOD 17 IZTAP-CENTRALES","CENTRO","ORIENTE DEL DF","AV. MICHOACAN #20, MODULO 17, COL. RENOVACION","MEXICO","DISTRITO FEDERAL","IZTAPALAPA","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"181","1153","1153-MODULO:IXMIQUILPAN-ALR","CENTRO","PACHUCA","AV. FELIPE ANGELES S/N, ESQUINA CON INSURGENTES, COL. CENTRO, C.P. 42300 (EXPATRIMONIO)","MEXICO","HIDALGO","IXMIQUILPAN","LV0900-1700","No","NA","3","LV0900-1700","8","Julio"
"182","1158","1158-MODULO:TULANCINGO-ALR","CENTRO","PACHUCA","AV. JUAREZ # 106, ESQ. IGNACIO ZARAGOZA, COL. CENTRO, C.P. 43600","MEXICO","HIDALGO","TULANCINGO DE BRAVO","LV0900-1700","No","NA","3","LV0900-1700","8","Julio"
"183","1175","1175-SUBSEDE:TIZAYUCA-UDR","CENTRO","PACHUCA","AV. JUAREZ SUR #24, PRIMER PISO, COL. ATEMPA, C.P. 43800","MEXICO","HIDALGO","TIZAYUCA","LV0900-1500","No","NA","3","LV0900-1500","6","Julio"
"184","1262","1262-MODULO:ACTOPAN-ALR","CENTRO","PACHUCA","PLAZA JUAREZ #3, INTERIOR 14, COL. CENTRO, C.P. 42500","MEXICO","HIDALGO","ACTOPAN","LV0900-1500","No","NA","3","LV0900-1500","6","Julio"
"185","2027","2027-MODULO:TULA-MFS","CENTRO","PACHUCA","AV.TULA-ITURBE #106, COL. CENTRO, C.P. 42800, ZONA COMERCIAL LOCALES 9 Y 10 (ENTRE MELCHOR OCAMPO Y AV. ORIENTE)","MEXICO","HIDALGO","TULA DE ALLENDE","LV0900-1700","No","NA","3","LV0900-1700","8","Julio"
"186","2133","2133-SUBSEDE:CD.SAHAGUN-UDR","CENTRO","PACHUCA","PLAZA RODRIGO GOMEZ S/N, COL.CENTRO, C.P. 43990 (PRESIDENCIA MUNICIPAL, PRIMER PISO)","MEXICO","HIDALGO","CD. SAHAGUN","LV0900-1500","No","NA","3","LV0900-1500","6","Julio"
"187","217","217-PRINCIPAL-ALAF","CENTRO","PACHUCA","CARR.MEXICO-PACHUCA KM 84.5, SECTOR PRIMARIO, CENTRO CIVICO, COL. CARLOS ROVIROSA, C.P. 42082","MEXICO","HIDALGO","PACHUCA","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"188","217","217-PRINCIPAL-ALJ","CENTRO","PACHUCA","CARR.MEXICO-PACHUCA KM 84.5, SECTOR PRIMARIO, CENTRO CIVICO, COL. CARLOS ROVIROSA, C.P. 42082","MEXICO","HIDALGO","PACHUCA","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"189","217","217-PRINCIPAL-ALR","CENTRO","PACHUCA","CARR.MEXICO-PACHUCA KM 84.5, SECTOR PRIMARIO, CENTRO CIVICO, COL. CARLOS ROVIROSA, C.P. 42082","MEXICO","HIDALGO","PACHUCA","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
