"clave_unica","zona","estado","domicilio","id_loc","ps1","ps2","ps3","ps4","ps5","ps6","ps7","vol","facturacion","mes"
"97","NORTE","COAHUILA","ZARAGOZA Y FUENTE S/N, COL. CENTRO C.P. 26000, ALTA Y BAJA, PIEDRAS NEGRAS, COAHUILA, REFERENCIA: EDIFICIO ADUANA",,"47.6774","47.5162","2","4","5.6129","0","0","106.8065","56401.014683","Julio"
"98","NORTE","COAHUILA","LIBRAMIENTO OSCAR FLORES TAPIA KM. 1.5 S/N, COL. N/A C.P. 25900, PLANTA BAJA, RAMOS ARIZPE, COAHUILA, REFERENCIA: EDIFICIO DE MERCURIO CARGO",,"1","6","0","0","0","0","0","7","3382.37","Julio"
"99","NORTE","TAMAULIPAS","15 DE JUNIO Y GUERRERO PUENTE INTERNACIONAL 1 ""PUERTA DE LAS AMERICAS"" S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: CASETA PAGO DE IMPUESTOS",,"1","3","0","1","2","0","0","7","3709.25","Julio"
"100","NORTE","COAHUILA","CARRETERA TORREON-SAN PEDRO KM. 9.5 S/N, COL. CENTRO C.P. 27016, BAJA, TORREON, COAHUILA, REFERENCIA: FRENTE A LA GASERA COMBUGAS",,"0","2.0968","0","1","1","0","0","4.0968","2133.706584","Julio"
"101","NORTE","DURANGO","AUTOPISTA DURANGO-GOMEZ PALACIO KM. 15.5 , S/N , AEROPUERTO GUADALUPE VICTORIA, C.P. 34000",,"0","2","0","1","0","0","0","3","1511.85","Julio"
"102","NORTE","CHIHUAHUA","BOULEVARD LIBRE COMERCIO S/N, COL. FRONTERIZA C.P. 32881, UNICO PISO, OJINAGA, CHIHUAHUA, REFERENCIA: PUENTE INTERNACIONAL",,"0","3.6451","0","0","0","0","0","3.6451","1704.558113","Julio"
"103","SUR","TAMAULIPAS","CARRETERA RIO TAMESI KM 0+720  S/N, COL. PUERTO INDUSTRIAL ALTAMIRA C.P. 89600, PLANTA BAJA Y PLANTA ALTA, ALTAMIRA, TAMAULIPAS, REFERENCIA: ENTRE BOULEVARD DE LOS RIOS Y GOLFO DE CALIFORNIA.",,"30","41.3547","0","4","6","0","2","83.3547","43732.798361","Julio"
"104","SUR","VERACRUZ","CARRETERA A LA BARRA SUR KM 8 S/N, COL. EJIDO LA CALZADA C.P. 92770, UN SOLO PISO, TUXPAN, VERACRUZ, REFERENCIA: CONGREGACION TABUCO",,"16","20.8065","0","2","6","0","0","44.8065","23567.903595","Julio"
"105","NORTE","TAMAULIPAS","CARRETERA A PUENTE INTERNACIONAL CD. CAMARGO - RIO GRANDE CITY, TX. KM. 6 S/N S/N, COL. N/A C.P. 88440, BAJA, CAMARGO, TAMAULIPAS, REFERENCIA: EDIFICIO DE LA ADUANA DE CAMARGO, TAM.",,"6.9677","14.2259","0","2","3.4193","0","1","27.6129","14459.927947","Julio"
"106","NORTE","TAMAULIPAS","AVE. HIDALGO Y CALLE PRIMERA 655, COL. CENTRO C.P. 88300, PLANTA BAJA, MIGUEL ALEMAN, TAMAULIPAS, REFERENCIA: PUENTE INTERNACIONAL",,"14","21.7096","0","6","3","0","0","44.7096","23413.630248","Julio"
"107","NORTE","NUEVO LEON","CARRETERA MIGUEL ALEMAN KM 24 S/N, COL. NO APLICA C.P. 66600, BAJA, APODACA, NUEVO LEON, REFERENCIA: AEROPUERTO INTERNACIONAL MARIANO ESCOBEDO ENTRE TERMINAL A Y C",,"8.0645","15.1618","0","2.1935","3","0","0","28.4198","14734.542754","Julio"
"108","NORTE","TAMAULIPAS","ACCION CIVICA Y DIVISION DEL NORTE S/N, COL. DOCTORES C.P. 87460, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: PUENTE ""LOS TOMATES""",,"33.4516","78.1936","0","7","13","0","1","132.6452","68050.581212","Julio"
"109","NORTE","TAMAULIPAS","BLVD. LUIS DONALDO COLOSIO S/N, PUENTE INTERNACIONAL NUEVO AMANECER REYNOSA-PHARR S/N, COL. NUEVO AMANECER C.P. 88577, BAJA  Y ALTA, REYNOSA, TAMAULIPAS, REFERENCIA: CRUCE FRONTERIZO REYNOSA-PHARR",,"52.9677","56.4194","0","10","9","0","1","129.3871","68544.510165","Julio"
"110","NORTE","NUEVO LEON","CARRETERA MONTERREY -COLOMBIA KM 5.5 S/N, COL. NI?OS HEROES C.P. 66050, PLANTA BAJA, ESCOBEDO, NUEVO LEON, REFERENCIA: ADUANA SEDE",,"28.5484","18.5808","0","8.7742","6","0","1","62.9034","34333.567438","Julio"
"111","NORTE","NUEVO LEON","CARRETERA NUEVO LAREDO - PIEDRAS NEGRAS KM. 34.5 S/N, COL. NO APLICA C.P. 65000, SOLO UNA PLANTA, COLOMBIA, NUEVO LEON, REFERENCIA: NO APLICA",,"24","46.129","0","5","17.3871","0","1","93.5161","48982.892259","Julio"
"112","NORTE","TAMAULIPAS","CARRETERA NUEVO LAREDO PIEDRAS NEGRAS KM 12.5 ANTES RANCHO EL CANELO S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: PUENTE 3 COMERCIO MUNDIAL",,"36.9355","115.5484","0","7","14","1","0","174.4839","88104.178237","Julio"
"113","SUR","TAMAULIPAS","CALZADA BLANCA S/N, COL. MORELOS C.P. 89290, 1ER PISO, TAMPICO, TAMAULIPAS, REFERENCIA: INTERIOR RECINTO FISCAL ADUANA DE TAMPICO",,"29","23.6451","0","0","3","0","0","55.6451","29508.038113","Julio"
"114","NORTE","NUEVO LEON","AV. MIGUEL ALEM?N KM 8.4 6345, COL. RIBERAS DE LA PURISIMA C.P. 67139, PLANTA BAJA, GUADALUPE, NUEVO LEON, REFERENCIA: CONTRA ESQUINA DEL SAM`S DE MIGUEL ALEM?N",,"291.2902","157.1936","3","105.1936","63.0967","5.7742","6","631.5483","348052.750213","Julio"
"115","SUR","TAMAULIPAS","EMILIANO P. NAFARRETE SUR #162 ENTRE JUAREZ E HIDALGO 162, COL. CENTRO C.P. 87000, PRIMER PISO, CD. VICTORIA, TAMAULIPAS, REFERENCIA: ENTRE HIDALGO Y JUAREZ",,"83","58.2258","2","22","12","0","0","177.2258","95837.160854","Julio"
"116","NORTE","NUEVO LEON","AV. PINO SUAREZ (SUR) 790, COL. CENTRO DE MONTERREY C.P. 64000, 3ER. PISO, MONTERREY, NUEVO LEON, REFERENCIA: ENTRE MATAMOROS Y PADRE MIER",,"175.7096","129.1936","3","55.7742","36","3.9032","3","406.5806","220957.64121","Julio"
"117","NORTE","NUEVO LEON","AV. JOSE VASCONCELOS OTE. 101, COL. RESIDENCIAL SAN AGUSTIN C.P. 66260, 5 PISOS, SAN PEDRO GARZA GARCIA, NUEVO LEON, REFERENCIA: ESQUINA CON RIO NAZAS",,"127.8709","62.4839","2","52.7097","46.2258","3","3.5484","297.8387","165497.971433","Julio"
"118","NORTE","TAMAULIPAS","BULEVAR MORELOS Y TEHUANTEPEC  S/N, COL. AMPLIACION RODRIGUEZ C.P. 88631, UN PISO, REYNOSA, TAMAULIPAS, REFERENCIA: ESQ. OCCIDENTAL",,"165.4516","54.1613","2","33.2581","17","0","2","273.871","152182.004642","Julio"
"119","NORTE","TAMAULIPAS","PROLONGACI?N CALIXTO DE AYALA 202, COL. INDUSTRIAL C.P. 87350, N/A, MATAMOROS, TAMAULIPAS, REFERENCIA: A 200 MTS DE LA COPA SITUADA EN CALLE PROLONGACION GONZALEZ.",,"102.5162","59","2","31.9355","7.5484","0","3","206.0001","112609.757659","Julio"
"120","SUR","TAMAULIPAS","HEROES DEL CA?ONERO ESQUINA ADUANA S/N, COL. ZONA CENTRO C.P. 89000, SEGUNDO PISO, TAMPICO, TAMAULIPAS, REFERENCIA: ENTRE ADUANA Y CENTENARIO",,"140.5161","63.0968","2","30","27.4516","0","4","267.0645","147461.152727","Julio"
"121","NORTE","TAMAULIPAS","OCAMPO, ESQUINA CON 15 DE JUNIO 101, COL. SECTOR CENTRO C.P. 88000, PRIMER NIVEL, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: EX HOTEL PALACIO DEL R?O",,"94.9032","62.5484","2","25.9677","24","0","4","213.4193","116589.620523","Julio"
"122","SUR","VERACRUZ","JOSE LUIS GARIZURIETA 40, COL. CENTRO C.P. 92800, EDIFICIO CON 6 NIVELES, TUXPAN, VERACRUZ, REFERENCIA: ENTRE MUTUALISMO Y GENERAL PRIM",,"121.3226","52.4839","2","26","18.9032","0","2","222.7097","122865.680179","Julio"
"123","SUR","VERACRUZ","RICARDO FLORES MAG?N 303, COL. TAJIN C.P. 93330, 3 NIVELES, POZA RICA, VERACRUZ, REFERENCIA: ENTRE ALTAMIRANO Y 16 DE SEPTIEMBRE",,"16","25","1","9","3","0","0","54","28409.27","Julio"
"124","SUR","CAMPECHE","AV 10 DE JULIO 490, COL. FRANCISCO I. MADERO C.P. 24100, TODO EL INMUEBLE, CD. DEL CARMEN, CAMPECHE, REFERENCIA: POR 16 DE SEPTIEMBRE Y CRISTOBAL COL?N",,"10","19.4838","0","1","2","0","0","32.4838","16606.879394","Julio"
"125","SUR","VERACRUZ","MAXIMINO AVILA CAMACHO 605, COL. CENTRO C.P. 93600, PLANTA BAJA Y PISO 1, MARTINEZ DE LA TORRE, VERACRUZ, REFERENCIA: ENTRE RAY?N E IGNACIO ALDAMA",,"5","10","0","4","1.2258","0","0","20.2258","10572.394022","Julio"
"126","NORTE","NUEVO LEON","AV. ZARAGOZA OTE. 805, COL. CENTRO C.P. 67500, PLANTA BAJA, MONTEMORELOS, NUEVO LEON, REFERENCIA: ENTRE ALLENDE Y JUAREZ",,"2","7","0","0","0","0","0","9","4426.59","Julio"
"127","SUR","VERACRUZ","ALLENDE S/N, COL. CENTRO C.P. 93990, PISO 1, PANUCO, VERACRUZ, REFERENCIA: ENTRE JU?REZ E IGNACIO DE LA LLAVE",,"3","10","0","0","0","0","0","13","6406.07","Julio"
"128","NORTE","TAMAULIPAS","BOULEVARD 15 DE JUNIO S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: M?DULO 5 COMANDANCIA IFA",,"1","1","0","0","0","0","0","2","1044.22","Julio"
"129","NORTE","TAMAULIPAS","CARRETERA NUEVO LAREDO-MONTERREY KM. 26  S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: GARITA DE INTERNACI?N",,"2","14","0","0","0","0","0","16","7700","Julio"
"130","NORTE","NUEVO LEON","CARRETERA NUEVO LAREDO - ANAHUAC KM. 55 S/N, COL. NO APLICA C.P. 65030, SOLO UNA PLANTA, ANAHUAC, NUEVO LEON, REFERENCIA: NO APLICA",,"0","1","0","0","0","0","0","1","467.63","Julio"
"131","NORTE","TAMAULIPAS","CARRETERA NUEVO LAREDO-ANAHUAC KM. 10  REVISI?N ADUANAL SOBRE V?A S/N, COL. CENTRO C.P. 88000, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: REVISI?N ADUANAL SOBRE V?A",,"0","3","0","0","0","0","0","3","1402.89","Julio"
"132","NORTE","TAMAULIPAS","LEANDRO VALLE  S/N, COL. CENTRO C.P. 88000, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: PAGO DE IMPUESTOS PUENTE 2",,"7","3","0","0","0","0","0","10","5439.02","Julio"
"133","NORTE","SONORA","CARRETERA SAN JOSE DE GUAYMAS S/N, COL. DOMICILIO CONOCIDO C.P. 85509, PLANTA BAJA, GUAYMAS, SONORA, REFERENCIA: AEROPUERTO ""JOSE MARIA YA?EZ""",,"2","0","0","0","0","0","0","2","1153.18","Julio"
"134","NORTE","COAHUILA","CARRETERA FEDERAL 57 PIEDRAS NEGRAS-SALTILLO-AGUJITA KM. 53+400 , S/N  C.P. 26600",,"0","3","0","0","0","0","0","3","1402.89","Julio"
"135","NORTE","TAMAULIPAS","LIBRAMIENTO LUIS ECHEVERRIA Y BORDE DE CONTENCION DEL RIO BRAVO S/N, COL. DEL PRADO C.P. 88560, ALTA, REYNOSA, TAMAULIPAS, REFERENCIA: BORDE DE CONTENCION DEL RIO BRAVO",,"3.4194","1","0","0","0","0","0","4.4194","2439.221846","Julio"
"136","NORTE","TAMAULIPAS","AV. MIGUEL ALEMAN  S/N, PUENTE INTERNACIONAL I Y II BENITO JUAREZ S/N, COL. CENTRO C.P. 88500, PB, REYNOSA, TAMAULIPAS, REFERENCIA: EDIFICIO DEPENDENCIAS",,"1","1","0","0","0","0","0","2","1044.22","Julio"
"137","NORTE","TAMAULIPAS","CARR. FEDERAL 40 MONTERREY - REYNOSA KM 30  GARITA DE SALIDA DE LA FRANJA FRONTERIZA K.M.30 S/N, COL. N/A C.P. 88500, PB, REYNOSA, TAMAULIPAS, REFERENCIA: CARRETERA REYNOSA-MONTERREY",,"0","2","0","0","0","0","0","2","935.26","Julio"
"138","NORTE","TAMAULIPAS","CARR. SAN FERNANDO KM. 26 S/N, COL. N/A C.P. 88500, PB, REYNOSA, TAMAULIPAS, REFERENCIA: CARRETERA  A SAN FERNANDO KM. 26",,"0","2","0","0","0","0","0","2","935.26","Julio"
"139","NORTE","TAMAULIPAS","AV. BENITO JUAREZ S/N, ESQ. COAHUILA  PUERTO FRONTERIZO ""LAS FLORES"" NUEVO PROGRESO S/N, COL. CENTRO C.P. 88810, PB,  DEL.  NVO. PROGRESO, REYNOSA, TAMAULIPAS, REFERENCIA: ?REA DE IMPORTACI?N",,"0","3","0","0","0","0","0","3","1402.89","Julio"
"140","NORTE","TAMAULIPAS","CARRETERA FEDERAL MATAMOROS-REYNOSA KM. 35 S/N, COL. EJIDO LUCIO BLANCO C.P. 87300, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: PUENTE TLC",,"2.4839","10.9677","0","0","1","0","0","14.4516","7137.607452","Julio"
"141","NORTE","TAMAULIPAS","AVE. LAS AMERICAS S/N, COL. MODERNA C.P. 87330, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: PUENTE VIEJO",,"0","5","0","0","1","0","0","6","2914.74","Julio"
"142","CENTRO","JALISCO","AEROPUERTO INTERNACIONAL MIGUEL HIDALGO KM 17.5 CARRETERA GUADALAJARA - CHAPALA COL. LAS ANIMAS CP 45659 TLAJOMULCO DE ZUÑIGA JALISCO",,"48.5806","47.3549","0","4","12.3226","0","1","113.2581","60232.357975","Julio"
"143","CENTRO","JALISCO","AV. AMERICAS 1221 TORRE ""A"" COL. CIRCUNVALACION AMERICAS C.P. 44620 GUADALAJARA JALISCO.",,"172","135.9355","2","61.5484","46.5161","4.5161","0","422.5161","229202.243445","Julio"
"144","CENTRO","JALISCO","AV. AMERICAS # 833, COL. JESUS GARCIA, C.P. 44656, GUADALAJARA, JALISCO",,"243.8065","152.5484","3.2903","71.3226","35","0","1","506.9678","275771.028261","Julio"
"145","CENTRO","AGUASCALIENTES","CHICHIMECO NO. 117 Y 119 COL. SAN LUIS. CP. 20250 AGUASCALIENTES AGS.",,"180.9036","95.3549","2","31","21.5484","0","0","330.8069","180344.900567","Julio"
"146","CENTRO","JALISCO","AV. CENTRAL NO. 735 COL. ANEXO A RESIDENCIAL PONIENTE C.P. 45136 ZAPOPAN JALISCO",,"311","182.0645","2","72.6775","99.2259","1","5","672.9679","368715.593541","Julio"
"147","CENTRO","JALISCO","JOSE CLEMENTE OROZCO NO. 95 COL. CENTRO C.P. 49000 CD. GUZMAN JALISCO ENTRE CALLES DE JUAREZ Y DR. ANGEL GONZALEZ",,"65.5484","44","1","2","4","0","1.9355","118.4839","63691.403331","Julio"
"148","CENTRO","JALISCO","REFORMA NO. 185 COL. CENTRO C.P. 49000 CD. GUZMAN JALISCO ENTRE CALLES COMONFORT Y MUNICIPIO LIBRE",,"36.0968","2","1","13","9.4839","0","0","61.5807","35286.305813","Julio"
"149","CENTRO","NAYARIT","CALLE ALAMO No. 52 COL. SAN JUAN CP 63130 TEPIC NAYARIT",,"110.4193","66.2581","2","26.2258","36","0","2","242.9032","133008.213512","Julio"
"150","CENTRO","COLIMA","BLVD. CAMINO REAL NO. 1003, COL. EL DIEZMO, C.P. 28010, COLIMA, COL.",,"142.9677","54.7097","2","29","25","0","0","253.6774","140301.503154","Julio"
"151","CENTRO","JALISCO","AVENIDA FRANCISCO VILLA 1292 COLONIA LAS ARALIAS CP.48328 PUERTO VALLARTA JALISCO",,"104","50.3226","2","19.7419","18.5485","1","1","196.613","108054.079174","Julio"
"152","SUR","QUINTANA ROO","45 AV. NORTE MANZANA 12 LOTES 10 Y 11 LOTES 10 Y 11, COL. FRACCIONAMIENTO GONZALO GUERRERO C.P. 77710, PLANTA BAJA,? DEL.? SOLIDARIDAD, PLAYA DEL CARMEN, QUINTANA ROO, REFERENCIA: ENTRE AV. CONSTITUYENTES Y 22 AV. NORTE",,"10.0968","3.5484","0","9.6452","11","0","0","34.2904","19384.868072","Julio"
"153","CENTRO","ZACATECAS","AV. HUICOT NO. 42 COL. PERIODISTAS C.P. 98000 FRESNILLO ZACATECAS.",,"7","5","0","6","1","0","0","19","10410.41","Julio"
"154","CENTRO","JALISCO","INTERIOR AEROPUERTO INTERNACIONAL MIGUEL HIDALGO KM 17.5 CARRETERA GUADALAJARA-CHAPALA COL.LAS ANIMAS CP.45659 TLAJOMULCO DE ZUÑIGA JALISCO",,"4","1","0","0","2","0","0","7","3927.17","Julio"
"155","CENTRO","JALISCO","SAN MODESTO #50, COL. LA PALMA, C.P. 47425, EN EL COMPLEJO DEL EDO. DE JALISCO UNIRSE ALTOS NORTE.",,"10","3","0","5","2","0","0","20","11204.92","Julio"
"156","CENTRO","COLIMA","BLVD. MIGUEL DE LA MADRID NO. 426 INT. A6 Y A7 COL. TAPEIXTLES CP 28239 MANZANILLO COL.",,"13","15","0","8","4","0","0","40","21429.2","Julio"
"157","CENTRO","COLIMA","BLVD. MIGUEL DE LA MADRID S/N ENTRADA POR LA GLORIETA DEL PEZ VELA",,"53.2581","112.4194","0","42.871","27.9355","0","1","237.484","124770.341736","Julio"
"158","NORTE","SONORA","AVENIDA AQUILES SERD?N ESQUINA CON CALLE 26 S/N, COL. CENTRO C.P. 85400, PLANTA BAJA, GUAYMAS, SONORA, REFERENCIA: ENSEGUIDA EDIFICIO DE LA ADUANA",,"2","8.2903","0","0","0","0","0","10.2903","5029.972989","Julio"
"159","NORTE","CHIHUAHUA","BLVD.JUAN PABLO II KM.14.5, EDIFICIO DEL AEROPUERTO S/N, COL. AEROPUERTO C.P. 31201, PLANTA BAJA,  DEL.  AEROPUERTO DE CHIHUAHUA, CHIHUAHUA, CHIHUAHUA, REFERENCIA: SALA DE PASAJEROS",,"2","0","0","0","1","0","0","3","1729.77","Julio"
"160","NORTE","CHIHUAHUA","BLVD.DIAZ ORDAZ  424, COL. CENTRO C.P. 31000, PLANTA BAJA, CHIHUAHUA, CHIHUAHUA, REFERENCIA: ENTRE OJINAGA NUEVA Y CUAUHT?MOC",,"0","2","0","0","0","0","0","2","935.26","Julio"
"161","NORTE","TAMAULIPAS","LEANDRO VALLE Y 15 DE JUNIO, SECTOR CENTRO, PTE. INTL 2 JUAREZ LINCOLN, MOD CITEV S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: PASO 3",,"0","0","0","0","2","0","0","2","1153.18","Julio"
"162","NORTE","TAMAULIPAS","LEANDRO VALLE Y 15 DE JUNIO, SECTOR CENTRO, PTE. INTL 2 JUAREZ LINCOLN, MOD CITEV S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: SUPERVISI?N ADUANERA",,"5","0","0","2","2","0","0","9","5189.31","Julio"
"163","NORTE","TAMAULIPAS","LEANDRO VALLE Y 15 DE JUNIO, SECTOR CENTRO, PTE. INTL 2 JUAREZ LINCOLN, ANTIGUA ADM. ADUANA S/N, COL. CENTRO C.P. 88000, ALTA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: ADMINISTRACI?N PUENTE 2",,"12","2","0","0","2","0","0","16","9007.52","Julio"
"164","CENTRO","SAN LUIS POTOSI","EJE 140 KM. 4 ZONA INDUSTRIAL DELEGEACION LA PILA SAN LUIS POTOSI SLP. C.P. 78422",,"6.4194","14.5484","0","1","2","0","0","23.9678","12234.400138","Julio"
"165","NORTE","TAMAULIPAS","CARRETERA ESTATAL NO.2 NUEVO LAREDO-PIEDRAS NEGRAS KM 12.5 S/N, COL. CENTRO C.P. 88000, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: ANTES RANCHO EL CANELO",,"21","6","0","0","8.2903","0","0","35.2903","19694.274077","Julio"
"166","SUR","VERACRUZ","CARRETERA ANTIGUA A MINATITL?N KM. 21.5 S/N, COL. CANTICAS C.P. 96340, 1, COSOLEACAQUE, VERACRUZ, REFERENCIA: AEROPUERTO DE MINATITL?N, SALA DE ARRIBOS",,"0","0","0","1","0","0","0","1","576.59","Julio"
"167","SUR","OAXACA","CARRETERA OAXACA-PUERTO ANGEL KM 7.5 S/N, COL. MUNICIPIO DE SANTA CRUZ XOXOCOTL?N C.P. 71230, UNICO, MUNICIPIO DE SANTA CRUZ XOXOCOTL?N, OAXACA, REFERENCIA: INTERIOR DEL AEROPUERTO INTERNACIONAL DE OAXACA.",,"6","0","0","0","1","0","0","7","4036.13","Julio"
"168","SUR","OAXACA","CARRETERA COSTERA-PINOTEPA-SALINA CRUZ KM. 237 S/N, COL. SANTA MAR?A HUATULCO C.P. 70980, UNICO, SANTA MARIA HUATULCO, OAXACA, REFERENCIA: INTERIOR DEL AEROPUERTO INTERNACIONAL DE HUATULCO",,"1","2","0","0","0","0","0","3","1511.85","Julio"
"169","SUR","OAXACA","TAPIA 23, COL. FRACCIONAMIENTO PUERTA DEL SOL C.P. 69007, PLANTA BAJA, HUAJUAPAN DE LE?N, OAXACA, REFERENCIA: ESQUINA ZARAGOZA",,"5","6","0","0","0","0","0","11","5688.73","Julio"
"170","CENTRO","MORELOS","CALZ. DE LOS GALLOS #98, COL. TEJALPA",,"8","0","0","0","0","0","0","8","4612.72","Julio"
"171","CENTRO","SAN LUIS POTOSI","CARR.SLP-MATEHUALA KM.9, DELEGACION SOLEDAD DE GRACIANO SANCHEZ",,"1","0","0","0","0","0","0","1","576.59","Julio"
"172","CENTRO","HIDALGO","AV. TULA-ITURBE No.106 COL. CENTRO ZONA COMERCIAL LOCALES 9 y 10 ENTRE MELCHOR OCAMPO Y AV. ORIENTE TULA DE ALLENDE HGO C.P. 42800",,"10","6","0","0","0","0","0","16","8571.68","Julio"
"173","CENTRO","ZACATECAS","KM 24 CARRETERA ZACATECAS - FRESNILLO CALERA DE VICTOR ROSALES ZACATECAS C.P. 98500",,"2","2","0","0","1","0","0","5","2665.03","Julio"
"174","CENTRO","DISTRITO FEDERAL","SANTA MARIA LA RIBERA #28, COL.SANTA MARIA LA RIBERA. SANTA MARIA LA RIBERA #28 COL.SANTA MARIA LA RIBERA.",,"3","0","0","0","1","0","0","4","2306.36","Julio"
"175","CENTRO","JALISCO","INTERIOR AEROPUERTO INTERNACIONAL GUSTAVO DIAZ ORDAZ KM 7.5 CARRETERA PUERTO VALLARTA – TEPIC COL. VILLA LAS FLORES CP 48311 PUERTO VALLARTA JALISCO",,"4","3","0","0","2","0","0","9","4862.43","Julio"
"176","CENTRO","MICHOACAN","IRETITICATEME #47, COL. FELIX IRETA, C.P. 58070,  MORELIA, MICHOACAN, ENTRE VIRREY DE MENDOZA Y MORELOS SUR",,"2","0","0","0","0","0","0","2","1153.18","Julio"
"177","CENTRO","JALISCO","AV. DR. ROBERTO MICHEL 1780 COL. ATLAS CP 44870 GUADALAJARA JALISCO",,"2","7","0","0.6774","0.2581","0","0","9.9355","4965.989945","Julio"
"178","CENTRO","SAN LUIS POTOSI","AV. INDUSTRIAS NO. 3705 ESQ. EJE 116 ZONA INDUSTRIAL CP 78395 SAN LUS POTOSI SLP",,"1","0","0","0","0","0","0","1","576.59","Julio"
"179","NORTE","TAMAULIPAS","AV. ALVARO OBREGON , S/N  COL. JARDIN C.P. 87330",,"1","1","0","0","1","0","0","3","1620.81","Julio"
"180","NORTE","COAHUILA","EMILIANO ZAPATA ESQ. NICOLAS BRAVO S/N, COL. CENTRO C.P. 26200, PLANTA BAJA, CD. ACU?A, COAHUILA, REFERENCIA: EN CONTRAESQUINA DEL PERIODICO EL ZOCALO",,"1","0","0","0","0","0","0","1","576.59","Julio"
"181","CENTRO","QUERETARO","AV. VIA DEL FF.CC. KM. 248+340 MTS. DELEG. CARRILLO PUERTO FRENTE A LAS TERESAS C.P. 76138 QUERETARO QRO.",,"27.355","9","0","7.7742","14.7097","0","1","59.8389","33610.531351","Julio"
"182","CENTRO","GUANAJUATO","JUAN BAUTISTA MORALES NO. 200 COL. ZONA DE ORO I ENTRE ANDRES QUINTANA ROO Y DIEGO ARENAS GUZMAN. CP. 30820",,"208.9677","112.258","2","45","40.4839","0","2","410.7096","224751.556584","Julio"
"183","CENTRO","QUERETARO","IGNACIO ALLENDE SUR NO.8 COL. CENTRO C.P. 76000 SANTIAGO DE QUERETARO QUERETARO",,"240.7423","115.5806","7","69.9677","75.6452","0","2","510.9358","282166.000746","Julio"
"184","CENTRO","SAN LUIS POTOSI","INDEPENDENCIA NO. 1202 ZONA CENTRO C.P. 78000",,"174.6129","90.2903","2","35.7742","38.0968","0","0","340.7742","186643.78489","Julio"
"185","SUR","TAMAULIPAS","CARRETERA ANTIGUO AEROPUERTO  S/N, COL. FRACCION II PREDIO RUSTICO DE LA SOLEDAD Y ANEXOS C.P. 30798, PLANTA BAJA, TAPACHULA, CHIAPAS, REFERENCIA: FRENTE A INSTALACIONES DE CANAL 4",,"0","0","0","0","1","0","0","1","576.59","Julio"
"186","CENTRO","GUANAJUATO","Boulevard Campestre #55 Col. La Florida, C.P. 37190, Le?n, Guanajuato",,"183.8065","110.8387","1","49.6774","20","0","0","365.3226","198561.783182","Julio"
"187","SUR","YUCATAN","59 432, COL. CENTRO C.P. 97000, PB, MERIDA, YUCATAN, REFERENCIA: DIRECCION DE DESARROLLO ECONOMICO DEL AYUNTAMIENTO DE MERIDA",,"1","0","0","0","0","0","0","1","576.59","Julio"
"188","CENTRO","GUANAJUATO","CARRETERA PANAMERICANA #45 TRAMO LEON-SILAO KM 160 + 124 MTS. EJIDO ""EL REFUGIO"" RANCHO ""SAN ISIDRO"" MUNICIPIO DE SILAO GTO. C.P. 36102",,"0","0","0","0","1","0","0","1","576.59","Julio"
"189","CENTRO","GUANAJUATO","Blvd. Villas de Irapuato No. 1596, Plaza Palmas, Ejido Irapuato, Irapuato, Gto.",,"105.1936","79.5484","2","25.742","25.6774","0","1","239.1614","129313.957962","Julio"
"190","CENTRO","HIDALGO","PLAZA RODRIGO GOMEZ S/N (PRESIDENCIA MUNICIPAL) 1ER PISO COL. CENTRO CD. SAHAGUN HGO. C.P. 43990",,"3","0","0","0","0","0","0","3","1729.77","Julio"
"191","CENTRO","QUERETARO","AV. DE LAS FUENTES # 92, EL COLORADO FINSA, MARQUEZ, QRO, C.P. 76246",,"0.7742","0","0","1.7742","0.7742","0","0","3.3226","1915.777934","Julio"
"192","CENTRO","MICHOACAN","ABASOLO # 282, COL. CENTRO, C.P. 58000,  MORELIA, MICHOACAN, ENTRE ALDAMA Y CORREGIDORA",,"193.0646","72.3227","2","38","35.3548","0","0","340.7421","188583.026047","Julio"
"193","NORTE","BAJA CALIFORNIA","BOULEVARD LAZARO CARDENAS Y RIO ALAMAR S/N, COLONIA MURUA, C.P. 22465",,"0","1","0","0","0","0","0","1","467.63","Julio"
